Project: DesignGalleryProject    Server: elite-tfsapp.elitecorp.com\DTSCollection    Query: Remaining 3.0    List type: Flat    ,,,,,,,,,,,,
ID,Backlog Priority,Release Version,Work Item Type,Title,Effort,State,Tags,Iteration Path,Area Path,Severity,Created Date,Closed Date
31149,2100,3.0.0,Product Backlog Item,* !Dev Only! (3.0.0)SOLUTION MANAGER:Error if Workspace folder missing on application startup,3,Done,,\3.0.0\3.0 TPR\Sprint 87,\Activities,,13/08/2015 4:32 PM,14/08/2015 10:56 AM
27369,2112,3.0.0,Product Backlog Item,(DEV) CODE DEFECT: Component class exposes external type,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities\Dev,,27/05/2015 8:54 AM,18/06/2015 3:09 PM
17226,2183,2.6,Product Backlog Item,(DG Worksite 2.1.2) Hotfix - Worksite Plugin 2.1.2 Release,1,Done,,\3.0.0\3.0 Alpha\Sprint 69,\Defects,,20/11/2014 10:24 AM,03/12/2014 4:01 PM
17225,2230,2.6,Product Backlog Item,(DG Worksite 2.1.2) Hotfix - Worksite Plugin 2.1.2 Testing,5,Done,,\3.0.0\3.0 Alpha\Sprint 69,\Defects,,20/11/2014 10:23 AM,26/11/2014 9:10 AM
31144,2240,3.0.0,Product Backlog Item,"* !Dev Only! (3.0.0)SOLUTION MANAGER:When offline from repository, New Item Properties Dialog slow in displaying [Dev Only]",2,Done,,\3.0.0\3.0 TPR\Sprint 87,\Activities,,13/08/2015 2:21 PM,18/08/2015 3:53 PM
31158,2340,3.0.0,Product Backlog Item,* !Dev Only! (3.0.0) DEFECT: SOLUTION MANAGER: Matches not checked in on first try.,2,Done,,\3.0.0\3.0 TPR\Sprint 87,\Activities,,14/08/2015 9:34 AM,17/08/2015 8:11 PM
17062,2373,3.0.0,Product Backlog Item,DEV: 8th Light Call,5,Done,,\3.0.0\3.0 Alpha\Sprint 69,\Activities\Dev,,20/11/2014 9:02 AM,24/11/2014 10:47 AM
30874,2412,2.6,Product Backlog Item,HOTFIX: EDG Server 2.6.1.3 Testing,3,Done,Analysed,\3.0.0\3.0 TPR\Sprint 87,\Defects,,06/08/2015 9:52 AM,17/08/2015 9:33 AM
29514,2412,2.6,Product Backlog Item,HOTFIX: EDG Server 2.6.1.3 Testing,3,Done,Analysed,\3.0.0\3.0 TPR\Sprint 86,\Defects,,08/07/2015 4:09 PM,04/08/2015 8:03 PM
16871,2471,2.6,Product Backlog Item,*Veracode - Analyze Solution Manager Report and Determine Required Stories,1,Done,,\3.0.0\3.0 Alpha\Sprint 68,\Activities\Dev,,13/11/2014 2:40 PM,18/11/2014 3:03 PM
35480,2519,3.0.0,Product Backlog Item,(DEV) EDG.Activities Unit Test project merging,3,Done,,\3.0.0\3.0 TPR\Sprint 93,\Activities,,03/11/2015 3:13 PM,06/11/2015 1:37 PM
27442,2550,3.0.0,Product Backlog Item,(DEV) SOLUTION MANAGER: Workflow Prop window should inherit Component Prop window,1,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities\Dev,,27/05/2015 2:23 PM,18/06/2015 2:50 PM
32663,2580,3.0.0,Product Backlog Item,DEV: Elite Installation Framework Training,3,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 90,\Activities\Dev,,15/09/2015 1:34 PM,29/09/2015 2:21 PM
35351,2671,3.0.0,Bug,*(3.0.0) AssignVariableWorkflow Activity: DisplayName value not fully displayed in WorkFlow Designer,0.5,Done,Backend Team; EDG 3.0.0,\3.0.0\3.0 TPR\Sprint 93,\Activities\AssignVariables,3 - Medium,02/11/2015 3:17 PM,05/11/2015 7:47 AM
38303,2769,3.0.0,Product Backlog Item,*TESTING: Property Bag service stress/performance test,5,Done,Capitalize; Descope?; Workflow,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities\Testing,,09/12/2015 12:19 PM,18/02/2016 9:11 AM
32652,2838,3.0.0,Product Backlog Item,(3.0.0) API: Update file types on checkin of new file versions,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 90,\Activities,,14/09/2015 12:32 PM,30/09/2015 8:48 AM
15103,3134,3.0.0,Product Backlog Item,(3.0.0) API PHASE 1 - Processing Service Class Building,2,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 69,\Activities,,16/10/2014 8:38 AM,11/08/2015 11:14 AM
31931,3225,3.0.0,Product Backlog Item,(3.0.0) Solution Manager: Update Repository API to handle Shared Components,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 89,\Activities,,27/08/2015 3:19 PM,15/09/2015 2:48 PM
29800,3350,3.0.0,Bug,* VERIFY (3.0.0) SOLUTION MANAGER:WorkflowDesigner:Not loading Activity Correctly on system without Visual Studio,0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,2 - High,15/07/2015 1:43 PM,05/08/2015 7:35 AM
32413,3354,3.0.0,Bug,12 - FileAcq Workflow has issues with XML input files with XML declaration,2,Done,Analyzed; PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 90,\Activities,2 - High,04/09/2015 3:50 PM,29/09/2015 10:43 AM
29768,3484,3.0.0,Bug,*Verify - (3.0.0) SOLUTION MANAGER: Cannot start application if repository unavailable,0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,2 - High,15/07/2015 8:36 AM,27/07/2015 2:00 PM
26522,3645,3.0.0,Product Backlog Item,(DEV) EDG Skills Set Assessment,1,Done,,\3.0.0\3.0 Alpha\Sprint 81,\Activities\Dev,,12/05/2015 10:24 AM,22/05/2015 9:51 AM
32251,4128,3.0.0,Product Backlog Item,(3.0.0) WORKFLOWS: Eliminate persistence from File Aquisition workflow to increase performance,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 90,\Activities,,03/09/2015 8:59 AM,30/09/2015 11:12 AM
28551,4128,3.0.0,Product Backlog Item,(3.0.0) DEV: SOLUTION MANAGER: Workflow Includes file,5,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities,,16/06/2015 3:30 PM,24/06/2015 8:43 AM
29688,4154,3.0.0,Bug,*(3.0.0) SOLUTION MANAGER: Context Menu: New: Visual Design Component: Only Available Under Section Master- should be in other areas as well,0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,3 - Medium,10/07/2015 11:17 AM,31/07/2015 9:12 AM
29638,4288,3.0.0,Bug,*(3.0.0) SOLUTION MANAGER:Preview:Matching Workflow Name not appearing in Matching Workflows without a  SM restart,0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,3 - Medium,09/07/2015 1:46 PM,04/08/2015 8:27 AM
28754,4290,3.0.0,Bug,(3.0.0) Solution Manager: Issue with Validation of Add Existing Item logic,2,Done,,\3.0.0\3.0 TPR\Sprint 84,\Defects,2 - High,22/06/2015 4:47 PM,08/07/2015 9:17 AM
24730,4386,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: Plugin integration,5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities,,10/04/2015 8:54 AM,24/06/2015 5:10 PM
29481,4422,3.0.0,Bug,*Verify - (3.0.0) SOLUTION MANAGER: Left Click on whitespace in Treeview causes error,0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,2 - High,08/07/2015 10:49 AM,27/07/2015 1:43 PM
32113,4515,3.0.0,Bug,(3.0.0) Activities: Translator.GetString is not functioning properly,2,Done,,\3.0.0\3.0 TPR\Sprint 91,\Activities,3 - Medium,02/09/2015 4:30 PM,01/10/2015 1:13 PM
26238,4521,3.0.0,Product Backlog Item,Dev Mocking Goal 1 - WorkspaceViewModel,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 84,\Activities\Dev,,06/05/2015 2:59 PM,08/07/2015 10:26 AM
23775,4644,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: Integrate Workflow Designer - basic,8,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 85,\Activities,,24/03/2015 12:24 PM,22/07/2015 5:00 PM
29387,4690,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: Reconciliation dialog - GUI,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 86,\Activities,,03/07/2015 1:28 PM,04/08/2015 11:20 AM
26622,4773,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: Component 'Open With',5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities,,13/05/2015 2:42 PM,23/06/2015 2:54 PM
16887,4872,3.0.0,Product Backlog Item,*DEV: Create EDG Code Coverage Report for unit test,2,Done,,\3.0.0\3.0 Alpha\Sprint 68,\Activities\Dev,,14/11/2014 8:33 AM,14/11/2014 9:07 AM
30707,4900,2.6,Bug,#1-DEFECT: EDG Server 2.6.1.3:  Encoding isn't translating correctly.,8,Done,,\3.0.0\3.0 TPR\Sprint 87,\Defects,2 - High,04/08/2015 3:08 PM,13/08/2015 11:29 AM
30635,5031,3.0.0,Product Backlog Item,~(3.0.0) SOLUTION MANAGER: Handle tree meta data for parent components/workflow,1,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 89,\Activities,,31/07/2015 9:37 AM,15/09/2015 2:48 PM
29262,5160,3.0.0,Product Backlog Item,~(3.0.0) API: Plugin VD Integration - Ability to Use VDC files in the same methods as stylesheets,2,Done,Analysed; Capitalize,\3.0.0\3.0 TPR\Sprint 89,\Activities,,29/06/2015 11:42 AM,11/09/2015 9:04 AM
24983,5289,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: Progress control,5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities,,15/04/2015 2:12 PM,23/06/2015 9:19 AM
29956,5320,2.6,Product Backlog Item,HOTFIX: EDG Server 2.6.1.3 Release,1,Done,,\3.0.0\3.0 TPR\Sprint 87,\Defects,,21/07/2015 10:31 AM,17/08/2015 9:32 AM
24213,5418,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER\OPTIONS: Workspace editor - set minimum window width/height,0.5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities,,01/04/2015 9:50 AM,23/06/2015 4:12 PM
27254,5547,3.0.0,Product Backlog Item,(3.0.0)Workflow Checkin - Description data is not saved into database,2,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities,,25/05/2015 10:22 AM,23/06/2015 2:54 PM
27730,5676,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: Secure Process.Start calls,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 83,\Activities,,01/06/2015 8:22 AM,24/06/2015 5:10 PM
26240,5835,3.0.0,Product Backlog Item,Dev Mocking Goal 2 - My.Settings,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 85,\Activities\Dev,,06/05/2015 3:00 PM,22/07/2015 4:22 PM
29804,6020,3.0.0,Bug,*(3.0.0) SOLUTION MANAGER:Double-Click on non Checked-Out object gives error,1,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,2 - High,15/07/2015 2:47 PM,07/08/2015 8:35 AM
16995,6058,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: ConfigurationFile editor,5,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 69,\Activities,,19/11/2014 12:42 PM,11/08/2015 11:14 AM
29194,6834,2.6,Bug,#3-(2.6.x) Server: Characters are dropped from EOF when using XML enginetype,2,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,3 - Medium,26/06/2015 1:12 PM,04/08/2015 9:21 AM
26354,7149,3.0.0,Product Backlog Item,Dev Mocking Goal 8 - Activity Designer Code Coverage,5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 89,\Activities\Dev,,08/05/2015 2:58 PM,15/09/2015 9:12 AM
21100,7225,3.0.0,Product Backlog Item,*(3.0.0) ACTIVITY DESIGNER: Prototype Sample,5,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 73,\Activities,,28/01/2015 2:30 PM,11/08/2015 11:14 AM
27264,7482,3.0.0,Bug,DEFECT: SM3.0 Renaming workspace doesn't rename folder,3,Done,,\3.0.0\3.0 TPR\Sprint 83,\Defects,3 - Medium,25/05/2015 3:53 PM,23/06/2015 10:03 AM
25270,8213,3.0.0,Product Backlog Item,DEV: Communication between ViewModels,3,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 79,\Activities\Dev,,20/04/2015 2:16 PM,27/04/2015 3:32 PM
31814,8256,3.0.0,Product Backlog Item,9 - (3.0.0) ACTIVITIES: Solution Matching - Interact with the named property Bag,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 90,\Activities,,25/08/2015 4:51 PM,30/09/2015 2:49 PM
24047,8395,3.0.0,Product Backlog Item,"DEV: Exception Handling should only catch specific exception types, not Exception",3,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 79,\Activities\Dev,,30/03/2015 2:33 PM,23/04/2015 10:24 AM
29016,8576,3.0.0,Bug,*(3.0.0) SOLUTION MANAGER: Issue with Restore: Files Copied locally: Triggers Conflict Indicator,2,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,2 - High,25/06/2015 8:43 AM,31/07/2015 9:11 AM
28737,8710,3.0.0,Bug,*VERIFY: (3.0.0) SOLUTION MANAGER - Closing dialogue momentarily displays default window settings,0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,3 - Medium,22/06/2015 10:52 AM,04/08/2015 9:22 AM
16521,8982,3.0.0,Product Backlog Item,(3.0.0) API PHASE 1: Batch Tracking,8,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 69,\Activities,,05/11/2014 11:04 AM,11/08/2015 11:14 AM
29386,9804,3.0.0,Product Backlog Item,~~~ 3 - (3.0.0) SOLUTION MANAGER: Reconcile between the repository and cache using Ids,5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 90,\Activities,,03/07/2015 1:11 PM,25/09/2015 1:08 PM
15102,10248,3.0.0,Product Backlog Item,(3.0.0) API PHASE 1 - Processing Service Setup,2,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 68,\Activities,,16/10/2014 8:38 AM,11/08/2015 11:14 AM
22016,11310,3.0.0,Product Backlog Item,*DEV: Silver Training - David (part 1),2,Done,,\3.0.0\3.0 Alpha\Sprint 74,\Activities\Dev,,17/02/2015 9:50 AM,18/02/2015 8:56 AM
20502,11529,3.0.0,Product Backlog Item,DEV: Tech Talk - 23 February 2015 - .NET Thread Synchronization debugging and internals,3,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 75,\Activities\Dev,,15/01/2015 1:16 PM,26/02/2015 9:22 AM
20582,11967,3.0.0,Product Backlog Item,DEV: (QUALITY) [SPIKE] Automation Research,1,Done,,\3.0.0\3.0 Alpha\Sprint 73,\Activities\Dev,,19/01/2015 3:58 PM,03/02/2015 11:25 AM
23991,12180,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: ExecuteSQL Update activity to use new Workflow/Activity structure.,2,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 88,\Activities,,27/03/2015 3:41 PM,03/09/2015 8:48 AM
21035,12186,3.0.0,Product Backlog Item,* DEV: (INSTALL) Installation of EIF framework on VM,2,Done,,\3.0.0\3.0 Alpha\Sprint 73,\Activities\Dev,,27/01/2015 1:48 PM,29/01/2015 10:14 AM
21500,12405,3.0.0,Product Backlog Item,DEV: EDS Knowledge Transfer Plan,5,Done,,\3.0.0\3.0 Alpha\Sprint 75,\Activities\Dev,,04/02/2015 12:21 PM,02/03/2015 9:15 AM
21522,12624,3.0.0,Product Backlog Item,DEV: TRAINING EPAM: Learning Component Library Plugin,8,Done,,\3.0.0\3.0 Alpha\Sprint 74,\Activities\Dev,,05/02/2015 8:23 AM,16/02/2015 2:17 PM
21783,12843,3.0.0,Product Backlog Item,*DEV: Create code coverage metrics,2,Done,,\3.0.0\3.0 Alpha\Sprint 74,\Activities\Dev,,06/02/2015 2:45 PM,06/02/2015 3:36 PM
25022,13062,3.0.0,Product Backlog Item,DEV: EDS Knowledge Transfer,13,Done,,\3.0.0\3.0 Alpha\Sprint 79,\Activities\Dev,,16/04/2015 8:59 AM,23/04/2015 10:24 AM
28608,13200,3.0.0,Bug,"*VERIFY: (3.0.0) SM: Workflow with name ""NEW WORKFLOW"" is overwritten when we create a new workflow",0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,3 - Medium,18/06/2015 5:36 AM,04/08/2015 8:27 AM
16891,13281,2.6,Product Backlog Item,SOLUTION MANAGER: Veracode Fix: OS Command (30 day),3,Done,,\3.0.0\3.0 Alpha\Sprint 70,\Activities\Dev,,14/11/2014 9:20 AM,12/12/2014 9:23 AM
19728,13500,3.0.0,Product Backlog Item,DEV: (QUALITY) Research and implement Beyond Compare 4 into automation,2,Done,,\3.0.0\3.0 Alpha\Sprint 70,\Activities\Dev,,17/12/2014 11:31 AM,17/12/2014 4:28 PM
20504,13719,3.0.0,Product Backlog Item,DEV: Training on EDG Plugins with EPAM QA,5,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 73,\Activities\Dev,,15/01/2015 2:26 PM,03/02/2015 3:17 PM
17270,13938,2.6,Product Backlog Item,SPIKE: SOLUTION MANAGER: Veracode Fix: SQL Injection (45 day),3,Done,,\3.0.0\3.0 Alpha\Sprint 70,\Activities\Dev,,21/11/2014 9:49 AM,16/12/2014 9:59 AM
17271,14157,2.6,Product Backlog Item,SPIKE: EDG SERVER: Veracode Fix: SQL Injection (45 day),3,Done,,\3.0.0\3.0 Alpha\Sprint 70,\Activities\Dev,,21/11/2014 9:51 AM,12/12/2014 9:23 AM
15079,14376,3.0.0,Product Backlog Item,DEV: Update the EDS Builds Document,3,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 73,\Activities\Dev,,15/10/2014 4:12 PM,29/01/2015 10:15 AM
28565,14520,3.0.0,Bug,*VERIFY: (3.0.0) Solution Manager: Mouseover of just checked out item shows empty box - not user details,0.5,Done,,\3.0.0\3.0 TPR\Sprint 86,\Defects,3 - Medium,17/06/2015 11:16 AM,04/08/2015 8:28 AM
14302,14595,2.6,Product Backlog Item,DEV: Veracode Scan - Gather and Submit Code,8,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 68,\Activities\Dev,,07/10/2014 10:31 AM,13/11/2014 2:15 PM
47478,14737,3.0.0,Bug,Error generating includes at runtime,2,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities,2 - High,20/05/2016 4:08 PM,27/05/2016 4:30 PM
16143,14826,3.0.0,Product Backlog Item,~DEV: EDG 3.0 Architecture Sign Off,1,Done,,\3.0.0\3.0 Alpha\Sprint 69,\Activities\Dev,,28/10/2014 4:45 PM,20/11/2014 10:48 AM
47675,14858,3.0.0,Bug,VERIFY: Includes are removed from xsl files after publishing and running,0.5,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities,2 - High,25/05/2016 11:01 AM,27/05/2016 4:31 PM
24985,15180,3.0.0,Product Backlog Item,~(3.0.0) SOLUTION MANAGER: Component Drag/Drop,5,Done,Analyzed; Capitalize; SCRUM OF SCRUM,\3.0.0\3.0 TPR\Sprint 84,\Activities,,15/04/2015 2:38 PM,07/07/2015 10:52 AM
5369,15252,2.6,Product Backlog Item,~DEV: Create Test Cases required for Image Connect Regression and Hotfix\Smoke testing,3,Done,,\3.0.0\3.0 Alpha\Sprint 67,\Activities\Dev,,25/03/2014 11:03 AM,04/11/2014 2:46 PM
5313,15498,2.6,Product Backlog Item,DEV: Identify 3E Attachment tests for Hotfix\Smoke testing,1,Done,,\3.0.0\3.0 Alpha\Sprint 72,\Activities\Dev,,24/03/2014 2:24 PM,14/01/2015 11:49 AM
15850,15625,3.0.0,Product Backlog Item,(3.0.0) API PHASE 1 - WORKFLOW ACTIVITIES: Activity: EvaluateXpath,5,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 67,\Activities,,24/10/2014 8:04 AM,11/08/2015 11:14 AM
7883,15625,3.0.0,Product Backlog Item,~(3.0.0) API PHASE 1 - WORKFLOW ACTIVITIES: Activity: LogToFile,1,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 67,\Activities,,28/05/2014 2:53 PM,11/08/2015 11:14 AM
7881,15625,3.0.0,Product Backlog Item,~(3.0.0) API PHASE 1 - WORKFLOW ACTIVITIES: Activity: AppendFile,3,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 68,\Activities,,28/05/2014 2:50 PM,11/08/2015 11:14 AM
23783,17160,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER\TREEVIEW DISPLAY\COMPONENTS: Ability to unlock components,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 85,\Activities,,24/03/2015 12:35 PM,22/07/2015 5:01 PM
16426,19572,3.0.0,Product Backlog Item,(3.0.0) PHASE 1: Workflow Use Cases (Multi Batch),2,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 68,\Activities,,03/11/2014 2:20 PM,11/08/2015 11:14 AM
16424,19642,3.0.0,Product Backlog Item,(3.0.0) PHASE 1: Workflow Use Cases (XML breaking document generation),2,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 68,\Activities,,03/11/2014 2:14 PM,11/08/2015 11:14 AM
16425,19712,3.0.0,Product Backlog Item,(3.0.0) PHASE 1: Workflow Use Cases (2.6 solution),3,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 68,\Activities,,03/11/2014 2:19 PM,11/08/2015 11:14 AM
20643,19857,2.6,Product Backlog Item,OTHER: (EE XML Superbill 2.0) Document known differences between 1.0 and 2.0,8,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 73,\Defects,,21/01/2015 9:55 AM,06/02/2015 3:58 PM
20621,19857,3.0.0,Product Backlog Item,*DEV: Bronze Certificate for Brent McLauchlan - first 3 modules,2,Done,,\3.0.0\3.0 Alpha\Sprint 72,\Activities\Dev,,21/01/2015 9:24 AM,21/01/2015 2:49 PM
20566,19976,3.0.0,Bug,*(3.0.0) DEFECT: Activities: EvaluateXpath gets NullReference upon missing Xpath,2,Done,,\3.0.0\3.0 Alpha\Sprint 72,\Defects,3 - Medium,19/01/2015 11:37 AM,21/01/2015 2:45 PM
20721,19998,2.6,Product Backlog Item,OTHER: (EE XML Superbill 2.0) Install EE XML Superbill 2.0 on our Internal Enterprise Environment,3,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 73,\Defects,,21/01/2015 11:27 AM,03/02/2015 3:53 PM
20602,19998,3.0.0,Product Backlog Item,*(3.0.0) INT W/ TRE WORKFLOW: GAP Analysis - Recommended Strategies,0.5,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,20/01/2015 11:17 AM,11/08/2015 11:14 AM
20521,19998,3.0.0,Product Backlog Item,*(3.0.0) INT W/ TRE WORKFLOW: Backlog Analysis & Cleanup,3,Done,,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,16/01/2015 11:03 AM,11/08/2015 11:14 AM
14898,20068,2.6,Product Backlog Item,~OTHER: (EE XML Superbill 2.0) Create a schema for EE XML Superbill 2.0,3,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 74,\Defects,,14/10/2014 11:34 AM,19/02/2015 7:08 AM
28033,20130,3.0.0,Bug,(Verify)(3.0.0) Solution Manager getting incorrect icon [Lock] instead of {Check out] on Workflow,0.5,Done,,\3.0.0\3.0 TPR\Sprint 84,\Defects,2 - High,08/06/2015 8:56 AM,06/07/2015 11:31 AM
20122,20853,2.6,Product Backlog Item,(RES 2.0.1) Release,1,Done,,\3.0.0\3.0 Alpha\Sprint 72,\Defects,,08/01/2015 9:19 AM,19/01/2015 9:15 AM
20121,20997,2.6,Product Backlog Item,(RES 2.0.1) Regression Testing,3,Done,,\3.0.0\3.0 Alpha\Sprint 72,\Defects,,08/01/2015 9:19 AM,13/01/2015 2:22 PM
20024,21142,2.6,Product Backlog Item,OTHER: Image Connect: [SPIKE] Investigate IC Web Services,2,Done,,\3.0.0\3.0 Alpha\Sprint 72,\Defects,,06/01/2015 10:44 AM,22/01/2015 9:02 AM
19791,21287,3.0.0,Product Backlog Item,DEV: (QUALITY): RES Test Cases,5,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Activities\Dev,,18/12/2014 9:13 AM,06/01/2015 3:16 PM
19689,21433,3.0.0,Product Backlog Item,DEV: TRE Workflow Platform & EDG - Gap Analysis (Research&Design),13,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Activities\Dev,,16/12/2014 10:59 AM,06/01/2015 4:09 PM
19692,21470,2.6,Product Backlog Item,DEV: SQL Analyzer - Revise Connection Info Section,2,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Activities\Dev,,16/12/2014 11:05 AM,05/01/2015 2:09 PM
19714,21506,2.6,Bug,*(2.6.1) BatchHeader file_name column is too small,0.5,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Defects,2 - High,17/12/2014 8:13 AM,07/01/2015 1:42 PM
48204,35129627,3.0.0,Bug,"Generate Include: Getting cannot access file, locked by another process ",5,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\FileAcquisition,2 - High,06/06/2016 9:10 AM,24/06/2016 11:12 AM
19695,21653,2.6,Bug,*3E Attachment - Fatal error when no file extension,1,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Defects,1 - Critical,16/12/2014 4:06 PM,07/01/2015 4:39 PM
48066,30145784,3.0.0,Bug,File Acquisition: Abyss folder setting is ignored,13,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\FileAcquisition,2 - High,02/06/2016 6:07 AM,05/07/2016 9:47 AM
48065,37314484,3.0.0,Bug,Activity error events do not track WorkflowID,3,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities,2 - High,02/06/2016 6:04 AM,05/07/2016 2:35 PM
19735,21874,2.6,Bug,DEV: SQL Injection - Server,8,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Activities\Dev,3 - Medium,17/12/2014 11:50 AM,06/01/2015 3:59 PM
48055,36378117,3.0.0,Bug,"SMTP Email Client : Under load, the client throws the following error for some request: The email client is currently busy",3,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\Email,2 - High,01/06/2016 2:49 PM,05/07/2016 2:44 PM
48038,36690240,3.0.0,Bug,Activities: Distribution activities should include BOM when relevant,5,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities,2 - High,01/06/2016 10:02 AM,06/07/2016 1:40 PM
19458,22096,2.6,Bug,DEV: SQL Injection - Solution Manager,8,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Activities\Dev,3 - Medium,12/12/2014 9:21 AM,06/01/2015 3:54 PM
47727,37002362,3.0.0,Bug,ApplyStylesheet doesn’t handle xsl:output,3,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\ApplyStylesheet,2 - High,26/05/2016 9:16 AM,30/06/2016 10:17 AM
41239,37938730,3.0.0,Product Backlog Item,"Upgrade Target Framework Version as No Microsoft support for .NET 4, 4.5 and 4.5.1 as of Jan 12th this year",2,Done,Capitalize,\3.0.0\3.0 GA\Sprint 110,\Activities\Dev,,10/02/2016 8:31 AM,30/06/2016 1:34 PM
48248,30106540,3.0.0,Bug,"BreakDocument activity doesn't handle the symbols like  "" ‘ "",""ß"", ""€"" and etc",3,Done,,\3.0.0\3.0 GA\Sprint 110,\Activities\BreakDocument,3 - Medium,07/06/2016 10:31 AM,06/07/2016 2:21 PM
