Project: DesignGalleryProject    Server: elite-tfsapp.elitecorp.com\DTSCollection    Query: Remaining 3.0    List type: Flat    ,,,,,,,,,,,,
ID,Backlog Priority,Release Version,Work Item Type,Title,Effort,State,Tags,Iteration Path,Area Path,Severity,Created Date,Closed Date
47540,37149,3.0.0,Product Backlog Item,Support for Processing Engine queuing,2,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities,,24/05/2016 11:08 AM,27/05/2016 10:44 AM
47434,37186,3.0.0,Bug,VERIFY: ExecutePlugin:Remotejob:Issue with Param file,0.5,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities,2 - High,19/05/2016 3:03 PM,26/05/2016 1:25 PM
44504,37204,3.0.0,Product Backlog Item,VERIFY: Ability to access versioned SaveToDisk output path,0.5,Done,READY,\3.0.0\3.0 GA\Sprint 108,\Activities\SaveToDisk,,28/03/2016 9:14 AM,26/05/2016 1:52 PM
16113,39062,3.0.0,Product Backlog Item,*(3.0.0) API PHASE 1 - Settings encryption,3,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 68,\Activities,,28/10/2014 11:34 AM,11/08/2015 11:14 AM
18318,259422,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER WPF: Main Window,8,Done,,\3.0.0\3.0 Alpha\Sprint 70,\Activities,,03/12/2014 10:08 AM,11/08/2015 11:14 AM
18126,259931,3.0.0,Product Backlog Item,(3.0.0) SOLUTION MANAGER: Shared WPF controls/classes,3,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,01/12/2014 3:08 PM,11/08/2015 11:14 AM
2100,295898,2.6,Bug,#6-DE728 - (Verify) SERVER: Overwrite = false sometimes skips a file,0.5,Done,Triaged,\3.0.0\3.0 TPR\Sprint 85,\Defects,3 - Medium,23/12/2013 9:07 PM,14/07/2015 9:16 AM
45912,447788,3.0.0,Bug,VERIFY: AppendDocument Designer:Guid required for BatchID,,Done,,\3.0.0\3.0 GA\Sprint 105,\Activities,3 - Medium,26/04/2016 5:51 AM,26/04/2016 2:08 PM
7885,507812,3.0.0,Product Backlog Item,~(3.0.0) API PHASE 1 - WORKFLOW ACTIVITIES: Activity: LogToDatabase,1,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 67,\Activities,,28/05/2014 2:56 PM,11/08/2015 11:14 AM
10475,523437,3.0.0,Product Backlog Item,(3.0.0) Solution Manager Updates: Allow workflow deployment to the new DB structure,8,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 67,\Activities,,06/08/2014 8:53 AM,11/08/2015 11:14 AM
2184,523438,2.6,Bug,~WEB SERVICE: Missing break statement causes service calls to fail,0.5,Done,Fixed; Triaged,\3.0.0\3.0 Alpha\Sprint 67,\Defects,2 - High,23/12/2013 9:07 PM,03/11/2014 9:46 AM
2202,530274,2.6,Bug,API: DE5307 - Excel charts doesn't work with some API method signatures,0.5,Done,Triaged,\3.0.0\3.0 Alpha\Sprint 67,\Defects,1 - Critical,23/12/2013 9:07 PM,05/11/2014 12:08 PM
40288,549030,3.0.0,Bug,"*When running image of Solution Manager with latest activities, error occurs trying to edit Workflow.",1,Done,,\3.0.0\3.0 Beta\Sprint 99,\Activities,2 - High,28/01/2016 9:45 AM,28/01/2016 10:37 AM
40010,550142,3.0.0,Bug,*Include-or-Call Issue with Visual Designer component,1,Done,,\3.0.0\3.0 Beta\Sprint 99,\Activities,2 - High,25/01/2016 2:28 PM,27/01/2016 9:07 AM
39899,551626,3.0.0,Product Backlog Item,Upgrade Dev Environment with Workflow R16.01,3,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,21/01/2016 11:24 AM,27/01/2016 8:59 AM
39842,551626,3.0.0,Product Backlog Item,(3.0.0) Activity Review,8,Done,Beta; Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,21/01/2016 9:23 AM,29/01/2016 8:52 AM
39635,551626,3.0.0,Product Backlog Item,*WORKFLOW REGRESSION: Execute 9 test cases,2,Done,Beta; Capitalize,\3.0.0\3.0 Beta\Sprint 99,\Activities,,19/01/2016 3:57 PM,22/01/2016 2:32 PM
39574,552740,3.0.0,Bug,*(3.0.0)Assign Variables Activity: getting error logged,3,Done,NEED TO REVIEW,\3.0.0\3.0 Beta\Sprint 98,\Activities,2 - High,18/01/2016 9:36 AM,20/01/2016 4:48 PM
39588,553112,3.0.0,Bug,*(3.0.0)Document Catalog Activity:Getting error logged,3,Done,,\3.0.0\3.0 Beta\Sprint 98,\Activities,2 - High,18/01/2016 10:49 AM,20/01/2016 4:48 PM
41251,553856,3.0.0,Bug,*(3.0.0) (BETA - RC2) GenerateInclude activity causes error Cannot Access File used by other user - on Stylesheet - causing jobs to error out,2,Done,Potential BETA,\3.0.0\3.0 Beta\Sprint 100  (3.0.0 BETA As Deliverable),\Activities,2 - High,10/02/2016 9:52 AM,11/02/2016 12:06 PM
11749,753904,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW ACTIVITIES: Print - Print Service Conversion,13,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 70,\Activities,,08/09/2014 2:20 PM,11/08/2015 11:14 AM
11748,753904,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW ACTIVITIES: Print - Setup,2,Done,Analyzed,\3.0.0\3.0 Alpha\Sprint 70,\Activities,,08/09/2014 2:17 PM,11/08/2015 11:14 AM
2053,812500,2.6,Bug,#5-SERVER: DE6462 - Preprocess SQL w/ Illegal characters in return,0.5,Done,Analyzed; Triaged; Verify,\3.0.0\3.0 TPR\Sprint 85,\Defects,3 - Medium,23/12/2013 9:07 PM,14/07/2015 9:16 AM
2442,999995,3.0.0,Product Backlog Item,US1769 - QUALITY: SPIKE: Clean Code Videos - 1 & 2,2,Done,,\3.0.0\3.0 Alpha\Sprint 71,\Activities\Dev,,02/01/2014 2:13 PM,02/01/2015 4:30 PM
39529,1248980,3.0.0,Bug,*(3.0.0) DOCUMENT PREVIEW: Error during preview the document (only for main branch),5,Done,,\3.0.0\3.0 Beta\Sprint 98,\Activities,2 - High,15/01/2016 9:45 AM,21/01/2016 10:10 AM
39532,1360724,3.0.0,Bug,(3.0.0) Assign Variables-Variable Editor: Text boxes and labels are not aligned and spaced.,1,Done,,\3.0.0\3.0 Beta\Sprint 99,\Activities,3 - Medium,15/01/2016 11:01 AM,22/01/2016 3:43 PM
38857,1391835,2.6,Product Backlog Item,*2.6.6.4 API - GA Testing,2,Done,,\3.0.0\3.0 Beta\Sprint 98,\Activities,,23/12/2015 3:05 PM,20/01/2016 10:06 AM
38858,1392724,2.6,Product Backlog Item,*2.6.6.4 API - GA Release,1,Done,,\3.0.0\3.0 Beta\Sprint 99,\Activities,,23/12/2015 3:15 PM,27/01/2016 9:36 AM
26189,1613706,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: ConvertWordDocument - Ability to ProcessSubDocs,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,05/05/2015 4:19 PM,28/10/2015 7:58 PM
33113,1613848,3.0.0,Product Backlog Item,2 - (3.0.0) ACTIVITIES: Implement Share component structure into workflow activities (applyStylesheet and Convert*Document),13,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 91,\Activities,,23/09/2015 2:57 PM,21/10/2015 1:47 PM
33053,1613996,3.0.0,Product Backlog Item,1 - (3.0.0) ACTIVITIES: Conversion of VDC files to XSL on the workflow engine with Applystylesheet Activity,8,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 91,\Activities,,22/09/2015 3:43 PM,23/10/2015 2:41 PM
33273,1614294,3.0.0,Product Backlog Item,QA: EDG Backend Automation Handoff & Training,8,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 91,\Activities\Dev,,30/09/2015 1:38 PM,21/10/2015 1:47 PM
34060,1614480,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: Refactoring for allowing concurrency,20,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,14/10/2015 11:37 AM,27/10/2015 2:13 PM
33847,1616078,3.0.0,Product Backlog Item,(3.0.0) TESTING: PERFORMANCE: Add tests for various larger sizes of Input and Output files to test limits,3,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities\Testing,,13/10/2015 11:20 AM,27/10/2015 2:13 PM
23998,1618456,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: ExecuteSQL Add DECLARE to SqlStatement Enum SqlStatementType.,1,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,27/03/2015 4:36 PM,23/10/2015 10:17 AM
33697,1620042,3.0.0,Product Backlog Item,(3.0.0) PERFORMANCE: Performance Profiling for 3E Stock Workflow,3,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities\Testing,,06/10/2015 11:04 AM,23/10/2015 9:57 AM
33870,1622156,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: EDG.Activities.ExecuteWorkflow: Add ability to specify binding,3,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,13/10/2015 12:52 PM,28/10/2015 1:35 PM
37600,1626685,3.0.0,Bug,VERIFY: (3.0.0) ConvertWordDocument: Getting error with designer when added to Workflow,0.5,Done,Backend Team; EDG 3.0.0; PM-PriorityHigh,\3.0.0\3.0 Beta\Sprint 95,\Activities,2 - High,23/11/2015 2:45 PM,27/11/2015 1:28 PM
33673,1630612,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW: EDG 3E Stock Workflow - Add temporary print settings extraction,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,05/10/2015 3:54 PM,28/10/2015 2:06 PM
34631,1631014,3.0.0,Product Backlog Item,(3.0.0) TESTING: TPR RELEASE: Smoke Testing,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities\Testing,,21/10/2015 10:36 AM,17/11/2015 4:30 PM
32015,1639069,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: Add the Assign Variable workflow to the toolbox in Workflow Designer,2,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,31/08/2015 10:48 AM,29/10/2015 8:23 AM
34651,1639671,3.0.0,Product Backlog Item,~ (3.0.0) WORKFLOW ACTIVITIES: Generate includes/references at runtime,5,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 95,\Activities,,22/10/2015 8:57 AM,09/12/2015 12:04 PM
24759,1647526,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW:  Assign Variable - Add SQL Activity,5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,10/04/2015 10:56 AM,29/10/2015 8:23 AM
32547,1648328,3.0.0,Product Backlog Item,"(3.0.0) Add ""RemoteJob Plugin"" to the default plugin map",0.5,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities,,09/09/2015 12:09 PM,19/11/2015 10:55 AM
31343,1664439,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: EDG.Activities.ExecutePlugin and RES 2.0.1 Plugin: Enhance error message,1,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities,,18/08/2015 2:23 PM,28/10/2015 2:15 PM
35100,1682956,3.0.0,Product Backlog Item,~ (3.0.0) ACTIVITIES: Assign Variables Workflow - Create Designer,13,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 95,\Activities,,29/10/2015 11:26 AM,10/12/2015 10:51 AM
34279,1702494,3.0.0,Bug,(3.0.0) WORKFLOW: FileAq - Errors with Unhandled Exception - Source File in use by other process,2,Done,,\3.0.0\3.0 TPR\Sprint 92,\Activities,2 - High,15/10/2015 8:47 AM,27/10/2015 4:04 PM
33685,1715179,3.0.0,Bug,(3.0.0) Workflow Designer Issue with EDG.API.Dll,5,Done,PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 92,\Activities,2 - High,06/10/2015 7:52 AM,28/10/2015 1:27 PM
34825,1717572,3.0.0,Product Backlog Item,~ (3.0.0) AssignVariablesWorkflow: Need support for xpaths with namespaces,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities,,28/10/2015 10:13 AM,27/11/2015 9:47 AM
33781,1732092,3.0.0,Bug,(3.0.0) Activity Designers: Expand/Collapse does not work,3,Done,PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 92,\Activities,2 - High,08/10/2015 12:00 PM,26/10/2015 10:57 AM
33782,1740549,3.0.0,Bug,(3.0.0) Activity Designers: Expand/Collapse buttons do not appear within FlowChart,3,Done,PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 92,\Activities,3 - Medium,08/10/2015 12:05 PM,23/10/2015 9:57 AM
31847,1749006,3.0.0,Bug,(3.0.0) No Errors logged if expected datatype incorrect for activity,2,Done,Backend Team; PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 92,\Activities,3 - Medium,26/08/2015 10:34 AM,23/10/2015 9:13 AM
35083,1752189,3.0.0,Bug,(3.0.0) Log Activity: Not getting any events logged,2,Done,PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 93,\Activities,3 - Medium,29/10/2015 8:41 AM,04/11/2015 11:05 AM
29907,1884312,3.0.0,Product Backlog Item,(3.0.0) Sprint 92 - Sanity Testing of EDG 3.0,2,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 92,\Activities\Testing,,20/07/2015 2:07 PM,21/10/2015 4:24 PM
33745,1890654,3.0.0,Bug,(3.0.0) Stacktrace messages being logged,3,Done,Backend Team; PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 93,\Activities,3 - Medium,07/10/2015 11:18 AM,10/11/2015 3:32 PM
34795,1897022,3.0.0,Bug,(3.0.0) FileAQ Workflow errors out with: Object reference not set to an instance of an object,3,Done,Backend Team; PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 93,\Activities,1 - Critical,27/10/2015 3:59 PM,03/11/2015 3:09 PM
34723,1897096,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW ENGINE: Install latest build,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 93,\Activities,,26/10/2015 8:37 AM,02/11/2015 2:23 PM
34727,1897171,3.0.0,Bug,(3.0.0) XML source file rejected because of encoding attribute.,2,Done,PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 93,\Activities,3 - Medium,26/10/2015 9:25 AM,10/11/2015 3:12 PM
34671,1897190,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: Code performance and analysis - UpdateWordField property,3,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 93,\Activities\Testing,,22/10/2015 1:22 PM,12/11/2015 8:18 AM
32043,1897286,3.0.0,Product Backlog Item,(3.0.0) SPIKE: Research threading and heavy logging with ETW,3,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 93,\Activities,,01/09/2015 7:58 AM,10/11/2015 3:33 PM
29923,1897306,3.0.0,Product Backlog Item,(3.0.0) Sprint 93 - Sanity Testing of EDG 3.0,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 93,\Activities\Testing,,20/07/2015 2:45 PM,30/10/2015 3:56 PM
33181,1897394,3.0.0,Bug,(3.0.0) EDG.Activities.Email.Designer - Body field doesn't allow multi line,2,Done,Analyzed; PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 93,\Activities,3 - Medium,25/09/2015 4:22 PM,05/11/2015 11:51 AM
33744,1925737,3.0.0,Bug,(3.0.0) Issue with logging events on Workflow Server,2,Done,Backend Team; PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 93,\Activities,2 - High,07/10/2015 11:09 AM,03/11/2015 4:25 PM
33044,1939908,3.0.0,Bug,(3.0.0) EDG.Activities.Email log not extracting BCC/CC and TO,2,Done,Analyzed; PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 93,\Activities,3 - Medium,22/09/2015 10:42 AM,05/11/2015 1:22 PM
35235,1945222,3.0.0,Bug,"(3.0.0) ConvertDocument activities: Word, PDF, Excel - not saving selected output format into xaml file",3,Done,Backend Team; EDG 3.0.0; PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 93,\Activities,1 - Critical,30/10/2015 9:37 AM,03/11/2015 10:40 AM
34806,1946108,3.0.0,Bug,(3.0.0) Several EDG Activites in Workflow Designer Toolbox need to be moved into Elite.Activites.DesignGallery container,2,Done,PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 93,\Activities,3 - Medium,28/10/2015 5:55 AM,04/11/2015 11:16 AM
35183,1948322,3.0.0,Bug,VERIFY: (3.0.0) ConvertWordDocument Activity: Issues with output types docx-tiff-pdf if input is wordML,0,Done,PM-PriorityHigh,\3.0.0\3.0 TPR\Sprint 93,\Activities,2 - High,29/10/2015 3:38 PM,03/11/2015 10:38 AM
30439,1951644,3.0.0,Product Backlog Item,(3.0.0) ACTIVITIES: EDG.Activities.EvaluateXpath.Design: Support for default namespace,2,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 93,\Activities,,28/07/2015 10:30 AM,11/11/2015 3:15 PM
34742,1952751,3.0.0,Bug,PropertyBag Issue:Issue with adding match data with namespaces,2,Done,,\3.0.0\3.0 TPR\Sprint 93,\Activities,2 - High,26/10/2015 10:52 AM,05/11/2015 2:46 PM
35430,1953083,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW\ACTIVITIES: ConvertWordDocument - Make ProcessSubDocs consistent across output formats,2,Done,Analyzed; Capitalize,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities,,03/11/2015 12:58 PM,23/11/2015 11:47 AM
34683,1953194,3.0.0,Bug,(3.0.0) ACTIVITIES: ImageConnect Plugin: Cannot get to function - no image within generated output document,3,Done,PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities,3 - Medium,22/10/2015 2:59 PM,19/11/2015 10:56 AM
35360,1953416,3.0.0,Bug,(3.0.0) Email Activity:Body section: When adding many characters must press Enter for new line to continue adding more - overwrite occuring on first line,2,Done,Backend Team; EDG 3.0.0; PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities,3 - Medium,02/11/2015 4:34 PM,19/11/2015 10:39 AM
34784,1953637,3.0.0,Bug,(3.0.0) Activities:EvaluateXPath:Not Supporting XPATH2.0 Functions,3,Done,PM-PriorityMed,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities,2 - High,27/10/2015 7:07 AM,24/11/2015 2:43 PM
34726,1953858,3.0.0,Bug,(3.0.0) Activities:BreaKDocument:Issue with XOffSet and SkipFirst,2,Done,PM-PriorityLow,\3.0.0\3.0 TPR\Sprint 93,\Activities,3 - Medium,26/10/2015 9:20 AM,10/11/2015 4:21 PM
34632,2418136,3.0.0,Product Backlog Item,(3.0.0) TESTING: TPR RELEASE: Exploratory Testing,2,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities\Testing,,21/10/2015 10:37 AM,25/11/2015 9:25 AM
20516,2575872,2.6,Bug,Worksite: Search Parameter encoding,2,Done,,\3.0.0\3.0 Alpha\Sprint 73,\Defects,3 - Medium,16/01/2015 9:55 AM,30/01/2015 9:25 AM
20514,2577477,3.0.0,Bug,(3.0.0) ACTIVITY: BreakDocument: does not handle invalid xpaths,2,Done,,\3.0.0\3.0 Alpha\Sprint 73,\Defects,3 - Medium,16/01/2015 9:42 AM,03/02/2015 2:33 PM
20301,2579082,2.6,Bug,PRINT SERVICE: File watcher does not recover from network outage,1,Done,,\3.0.0\3.0 Alpha\Sprint 73,\Defects,2 - High,12/01/2015 10:57 AM,03/02/2015 10:11 AM
20503,2580688,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: EDG.Workflow.Tracking: Complete integration with EIF,3,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 73,\Activities,,15/01/2015 2:25 PM,11/08/2015 11:14 AM
20548,2582294,3.0.0,Product Backlog Item,(3.0.0) SPIKE: AUTOMATION: Planning,5,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 73,\Activities,,19/01/2015 8:45 AM,11/08/2015 11:14 AM
20518,2583901,3.0.0,Product Backlog Item,(3.0.0) SPIKE: Printing Framework,3,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 73,\Activities,,16/01/2015 10:22 AM,11/08/2015 11:14 AM
20580,2584302,3.0.0,Product Backlog Item,(3.0.0) SPIKE: Solution Manager: Plugin Extensions Planning,5,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 73,\Activities,,19/01/2015 3:27 PM,11/08/2015 11:14 AM
21843,2584503,3.0.0,Product Backlog Item,*(3.0.0) SPIKE: ETW,5,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 74,\Activities,,10/02/2015 9:35 AM,11/08/2015 11:14 AM
20528,2584503,3.0.0,Product Backlog Item,~(3.0.0) SPIKE: File Service Performance,8,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 74,\Activities,,16/01/2015 12:14 PM,11/08/2015 11:14 AM
20601,2585106,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: File Service: Execute EDG Workflow,3,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 73,\Activities,,20/01/2015 10:37 AM,11/08/2015 11:14 AM
20651,2603221,3.0.0,Product Backlog Item,(3.0.0) [SPIKE] FOLLOW UP MEETING #2: Design Meeting with Architects for EDG.Print,3,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 73,\Activities,,21/01/2015 10:11 AM,11/08/2015 11:14 AM
19789,2606448,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: Gap Analysis (Identity&Document),2,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,18/12/2014 8:33 AM,11/08/2015 11:14 AM
20028,2608062,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: Database Restructure,3,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,06/01/2015 1:54 PM,11/08/2015 11:14 AM
36668,3368318,3.0.0,Product Backlog Item,(3.0.0) TESTING: TPR RELEASE: End to End Testing,2,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 95,\Activities\Testing,,12/11/2015 9:56 AM,03/12/2015 2:33 PM
36270,3614486,3.0.0,Product Backlog Item,(3.0.0) TPR release - build check list,0,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 95,\Activities,,10/11/2015 1:11 PM,03/12/2015 11:37 AM
34519,3665771,3.0.0,Product Backlog Item,SPIKE: (3.0.0) QA - Update older test cases that were built with visual studio,5,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities\Dev,,19/10/2015 1:58 PM,25/11/2015 9:25 AM
33700,3717056,3.0.0,Product Backlog Item,(3.0.0) DEV: Design session for Print workflow and Append Workflow,3,Done,Capitalize,\3.0.0\3.0 Beta\Sprint 95,\Activities,,06/10/2015 11:24 AM,03/12/2015 10:13 AM
35334,3747826,3.0.0,Product Backlog Item,DEV: Refine activity logging,5,Done,Capitalize,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Activities,,02/11/2015 11:33 AM,26/11/2015 9:00 AM
20032,5212230,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: File Service Update,3,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,06/01/2015 2:07 PM,11/08/2015 11:14 AM
20034,6188793,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: EDG.IO Update,2,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,06/01/2015 2:15 PM,11/08/2015 11:14 AM
20044,6351554,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: EDG.IO.Database Update,5,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,07/01/2015 8:47 AM,11/08/2015 11:14 AM
20043,6432934,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: EDG.API Update,5,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,07/01/2015 8:47 AM,11/08/2015 11:14 AM
20031,6473624,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: [SPIKE] Investigate the uses of the batch tracking/logging,2,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,06/01/2015 2:03 PM,11/08/2015 11:14 AM
20026,6504778,3.0.0,Product Backlog Item,(3.0.0) DOCUMENTATION: Document Activities and their Parameters,5,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,06/01/2015 12:10 PM,11/08/2015 11:14 AM
20035,6507083,3.0.0,Product Backlog Item,(3.0.0) INT W/ TRE WORKFLOW: [SPIKE] Print Service Research,8,Done,Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,06/01/2015 3:49 PM,11/08/2015 11:14 AM
7891,6514314,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW ACTIVITY: DDC,8,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,28/05/2014 3:13 PM,11/08/2015 11:14 AM
16996,7165356,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW ACTIVITY: ConvertDocument: PDF Security,3,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,19/11/2014 12:47 PM,11/08/2015 11:14 AM
16112,7490877,3.0.0,Product Backlog Item,(3.0.0) WORKFLOW ACTIVITY: ExecuteSql,3,Done,Analyzed; Capitalize,\3.0.0\3.0 Alpha\Sprint 72,\Activities,,28/10/2014 11:34 AM,11/08/2015 11:14 AM
44890,9843158,3.0.0,Product Backlog Item,Determine Potential Database Size and Growth Rate (Small Client),0,Done,,\3.0.0\3.0 GA\Sprint 105,\Activities,,05/04/2016 3:53 PM,03/05/2016 11:17 AM
40339,9889930,3.0.0,Product Backlog Item,~ApplyStyleSheet - Add ability to pass in variables,5,Done,Capitalize,\3.0.0\3.0 GA\Sprint 105,\Activities\ApplyStylesheet,,28/01/2016 11:12 AM,18/04/2016 5:26 AM
43612,9899674,3.0.0,Product Backlog Item,DEV: EDG.WPF used in both Solution Manager and Activities,3,Done,,\3.0.0\3.0 GA\Sprint 106,\Activities\Dev,,09/03/2016 3:34 PM,09/05/2016 11:28 AM
42493,9907748,3.0.0,Product Backlog Item,~Support for source file manipulation with SQL ,13,Done,,\3.0.0\3.0 GA\Sprint 105,\Activities,,23/02/2016 2:04 PM,03/05/2016 9:28 AM
38288,9925566,3.0.0,Product Backlog Item,REFACTOR: AssignVariables,0,Done,,\3.0.0\3.0 GA\Sprint 105,\Activities\Dev,,08/12/2015 2:54 PM,28/04/2016 1:40 PM
40553,9943384,3.0.0,Product Backlog Item,DEV: Update Activity Return types to be consistent,0,Done,,\3.0.0\3.0 GA\Sprint 105,\Activities\Dev,,02/02/2016 1:36 PM,28/04/2016 1:41 PM
34517,12853758,3.0.0,Product Backlog Item,*(3.0.0) STOCK WORKFLOWS: 3e 2.8 - Stock 3e Templates,5,Done,,\3.0.0\3.0 GA\Sprint 108,\Activities,,19/10/2015 10:26 AM,20/06/2016 9:33 AM
