Project: DesignGalleryProject    Server: elite-tfsapp.elitecorp.com\DTSCollection    Query: Remaining 3.0    List type: Flat    ,,,,,,,,,
ID,Work Item Type,Tags,Title,Effort,State,Iteration Path,Area Path,Severity,Created Date
37657,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: XML Editor crashes if clicks are not exact in error pane,3,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,2 - High,24/11/2015 3:55 PM
33869,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Change font color of 'Shared' files,0.5,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,,13/10/2015 12:50 PM
33881,Bug,Frontend Team,(3.0.0) SOLUTION MANAGER: Remove any placeholder functionality in Ribbon/File Menu,1,Done,\3.0.0\3.0 TPR\Sprint 92,\Solution Manager,3 - Medium,14/10/2015 4:46 AM
34268,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Rename of Workflow deletes prior Workflow content,3,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,2 - High,15/10/2015 7:29 AM
34438,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Cannot insert duplicate key row in object 'dbo.WFRepositoryFileDependecies' with unique index,3,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,1 - Critical,16/10/2015 7:21 AM
34520,Product Backlog Item,Capitalize,VERIFY: (3.0.0) SOLUTION MANAGER: Issue with Checking in WF if Component name has a Apostrophe in it,0.5,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager\Testing,,19/10/2015 2:32 PM
34564,Bug,Frontend Team; PM-PriorityMed,(3.0.0) SOLUTION MANAGER: Check out file which has been already checked out crashes SM,2,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,2 - High,20/10/2015 8:18 AM
34565,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Ability to have multiple references to a shared component,8,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,,20/10/2015 8:28 AM
34566,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Ability to create a new shared component,3,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,,20/10/2015 8:36 AM
34569,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Update splash screen,1,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,,20/10/2015 8:40 AM
34635,Product Backlog Item,Capitalize,(3.0.0) TESTING: TPR RELEASE: Smoke Testing,2,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager\Testing,,21/10/2015 1:40 PM
34636,Product Backlog Item,Capitalize,(3.0.0) TESTING: TPR RELEASE: Exploratory Testing,2,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager\Testing,,21/10/2015 1:42 PM
34650,Bug,PM-PriorityMed,(3.0.0) SOLUTION MANAGER: Conflict indicator has displayed for components without conflict,5,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,22/10/2015 8:38 AM
34670,Bug,Frontend Team; PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Matches Window freezes SM when minimized.,1,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,2 - High,22/10/2015 11:13 AM
34788,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Ability to specify primary xaml file,5,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,,27/10/2015 9:19 AM
34805,Bug,PM-PriorityMed,(3.0.0) SOLUTION MANAGER: User can add Documents properties as much as he wants,2,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,28/10/2015 5:32 AM
34809,Bug,PM-PriorityMed,(3.0.0) SOLUTION MANAGER: Several UI defects in XML Editor,5,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,4 - Low,28/10/2015 8:02 AM
34810,Bug,PM-PriorityMed,(3.0.0) SOLUTION MANAGER: Incorrect indicator for component in case of unlock the component,3,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,28/10/2015 8:15 AM
34813,Bug,PM-PriorityHigh,VERIFY: (3.0.0) SOLUTION MANAGER: Error message while opening VDC file to edit,0.5,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,28/10/2015 8:21 AM
34815,Bug,PM-PriorityMed,(3.0.0) SOLUTION MANAGER: 'Resolve conflict' dialog window should be hidden automatically when user selects any item,1,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,28/10/2015 8:29 AM
37654,Bug,PM-PriorityLow; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: View->Refresh allows multiple clicks,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,4 - Low,24/11/2015 3:13 PM
37650,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Workflow names cause issues with Deployment Tool,,Done,\3.0.0,\Solution Manager,1 - Critical,24/11/2015 1:33 PM
37649,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Duplicate EDGSharedComponents workflows being created,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,2 - High,24/11/2015 1:30 PM
35229,Product Backlog Item,Capitalize; SCRUM OF SCRUM,(3.0.0) SOLUTION MANAGER: Workflow Configuration integration,13,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,,30/10/2015 8:55 AM
37646,Bug,PM-PriorityHigh,"VERIFY: (3.0.0) SOLUTION MANAGER: Preview Plugin - Won't preview, throwing exception",0.5,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,1 - Critical,24/11/2015 12:35 PM
35363,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: 3e Workflow designations,8,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,,03/11/2015 12:13 AM
37644,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Selecting large source files in preview crashes the application,3,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,1 - Critical,24/11/2015 12:12 PM
37642,Bug,PM-PriorityLow,SPIKE: (3.0.0) SOLUTION MANAGER: Find/Replace window stays open after editors are closed,5,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,3 - Medium,24/11/2015 11:21 AM
37640,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Rename validation does not stop renaming for new workflow,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,24/11/2015 10:55 AM
35401,Product Backlog Item,Frontend Team,(3.0.0) SOLUTION MANAGER: Document History on tab control,3,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,,03/11/2015 8:56 AM
35670,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Online help ribbon button is not context aware,2,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,,05/11/2015 8:53 AM
35677,Bug,PM-PriorityMed,(3.0.0) SOLUTION MANAGER: Tooltip of 'Conflict indicator' has no information,2,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,06/11/2015 5:37 AM
35685,Product Backlog Item,,"(3.0.0) SOLUTION MANAGER: Create styled, standard document closing dialog for SM",2,Done,\3.0.0\3.0 TPR\Sprint 93,\Solution Manager,,06/11/2015 7:56 AM
37639,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Rename context menu does not work when no extension,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,24/11/2015 10:49 AM
37638,Bug,PM-PriorityLow,(3.0.0) SOLUTION MANAGER: Values in error pane in XML Editor is editable,2,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,4 - Low,24/11/2015 10:45 AM
37637,Bug,PM-PriorityLow; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Autohide window disappears when trying to right-click,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,24/11/2015 10:31 AM
37636,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: New workflow is difficult to select when workflow list is full,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,4 - Low,24/11/2015 10:27 AM
37631,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Long multiple check-in operation,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,24/11/2015 9:34 AM
37628,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: The 'Check-in' window opens for ~10 sec (for a 'new' component only),0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,24/11/2015 8:58 AM
37626,Product Backlog Item,Refactor?,~~ VERIFY: (3.0.0) SOLUTION MANAGER: Conflict resolution: Duplicate file name,1,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,,24/11/2015 8:31 AM
36651,Bug,,* (3.0.0) SOLUTION MANAGER: Check-in ignores name and description,2,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,11/11/2015 12:35 PM
37624,Product Backlog Item,Refactor?,~~ VERIFY: (3.0.0) SOLUTION MANAGER: Conflict resolution: File unlocked,1,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,,24/11/2015 8:27 AM
37620,Bug,Refactor?,VERIFY: (3.0.0)SOLUTION MANAGER: Incorrect state of components in case when the two components with the same name under have created under the workflow,0.5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,2 - High,24/11/2015 7:29 AM
37581,Bug,Frontend Team; PM-PriorityLow,(3.0.0) Solution manager: WF Editor: Save under File menu not available,2,Done,\3.0.0\3.0 Beta\Sprint 96,\Solution Manager,2 - High,23/11/2015 10:32 AM
37578,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Validation of unique workflow name doesn`t work,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,23/11/2015 9:58 AM
37557,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Incorrect components and workflow state in case when we have a 'duplicate workflow name' conflict,0.5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,3 - Medium,23/11/2015 5:21 AM
26016,Bug,PM-PriorityHigh,(3.0.0) Solution Manager: Actipro License causing unhandled execption,2,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,1 - Critical,04/05/2015 11:19 AM
26545,Bug,,(3.0.0) EDG.Language - issue with exe project type [code defect],3,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,3 - Medium,12/05/2015 2:14 PM
28371,Bug,Analyzed; Verify,VERIFY: (3.0.0) DEV: CODE Defect: A full refresh for the treeview display is not needed after every checkin,0.5,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,3 - Medium,11/06/2015 1:08 PM
28609,Bug,Analyzed; Verify,"VERIFY: Workflow with name ""NEW WORKFLOW"" is overwritten if we create a new workflow",0.5,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,3 - Medium,18/06/2015 5:45 AM
28620,Bug,PM-PriorityHigh,DEFECT: ConvertToXml-Data Direct does not play well with ApplyStylesheet,2,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,3 - Medium,18/06/2015 10:18 AM
29834,Bug,Analyzed; PM-PriorityMed,(3.0.0) SOLUTION MANAGER: Preview fails when the source file is missing the 'encoding' attribute,2,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,2 - High,16/07/2015 10:26 AM
30258,Bug,,"*!VERIFY! (3.0.0)SOLUTION MANAGER:When offline from repository, New Item Properties Dialog slow in displaying",0.5,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,3 - Medium,24/07/2015 7:47 AM
30264,Bug,Verify,*!VERIFY! (3.0.0)SOLUTION MANAGER:Error if Workspace folder missing on application startup,0.5,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,3 - Medium,24/07/2015 9:26 AM
30405,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: The application has stopped working when we click on the undo check out (if we don`t have connection to repository(offline mode)),2,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,2 - High,28/07/2015 9:18 AM
30489,Bug,Analyzed,VERIFY: (3.0.0)SOLUTION MANAGER:Workflow Editor gives error on system with Visual Studio installed,0.5,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,2 - High,29/07/2015 8:44 AM
30492,Bug,Verify,*!VERIFY! (3.0.0) SOLUTION MANAGER: Undo checkout causes problems with Workflows and Components,0.5,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,3 - Medium,29/07/2015 9:25 AM
30708,Bug,,* (3.0.0) SOLUTION MANAGER:Drag and Drop of parent object into child object corrupts repository,3,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,1 - Critical,04/08/2015 3:16 PM
30710,Bug,Analyzed; Verify,*!Verify! (3.0.0) DEFECT: SOLUTION MANAGER: Matches not checked in on first try.,0.5,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,3 - Medium,04/08/2015 4:08 PM
30738,Bug,Verify,*!VERIFY! (3.0.0) SOLUTION MANAGER:Check-In of multiple Document Master files possible with multiple users,0.5,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,3 - Medium,05/08/2015 2:06 PM
31121,Product Backlog Item,,* !Dev Only! (3.0.0) - SOLUTION MANAGER:Check-In of multiple Document Master files possible with multiple users,3,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,,12/08/2015 2:15 PM
31198,Bug,Analyzed; PM-PriorityHigh,(3.0.0) File Acquisiton workflow halts if malformed XML placed in monitored Input Folder,2,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,2 - High,16/08/2015 2:11 PM
31216,Bug,Analyzed; PM-PriorityMed,(3.0.0) Document Catalog Activity Connection String Editor dialog does not show all buttons within Workflow Designer by default,1,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,3 - Medium,17/08/2015 7:26 AM
31229,Bug,Analyzed; PM-PriorityHigh,(3.0.0) Solution Manager/Work Flow Designer Plugin Possible Memory Leak,2,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,2 - High,17/08/2015 10:53 AM
31238,Bug,,*Undo checkout does not delete local files,1,Done,\3.0.0\3.0 TPR\Sprint 87,\Solution Manager,3 - Medium,17/08/2015 2:13 PM
31254,Bug,Analyzed; PM-PriorityMed,"~Activities:ConvertWordDocument:The setup of  ""restrictions"" doesn't work",1,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,3 - Medium,17/08/2015 4:05 PM
31256,Bug,Analyzed,Activities:ConvertWordDocument:Incorrect work of encoding parameter in the process of convert any source file to xml,1,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,3 - Medium,17/08/2015 4:06 PM
31265,Bug,Analyzed,(3.0.0) EvaluateXpath Activity XML Namespace Editor Dialog not fully displaying all buttons,1,Done,\3.0.0\3.0 TPR\Sprint 88,\Solution Manager,3 - Medium,18/08/2015 7:26 AM
31715,Bug,Verify,VERIFY: (3.0.0) Solution Manager:Preview giving errors,0.5,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,2 - High,21/08/2015 8:53 AM
31772,Bug,,(3.0.0_ConvertPDFDocument Activity:In WF Designer:Certificate Dialog Not showing Ok/Cancel Buttons,1,Done,\3.0.0\3.0 TPR\Sprint 89,\Solution Manager,3 - Medium,24/08/2015 3:55 PM
33182,Bug,Analyzed; PM-PriorityMed,(3.0.0) File Acquisition: Empty try/catches in file acquisition workflow,2,Done,\3.0.0\3.0 TPR\Sprint 92,\Solution Manager,3 - Medium,25/09/2015 4:25 PM
37466,Bug,Refactor?,VERIFY: (3.0.0)SOLUTION MANAGER: In case when the components has similary name the conflict indicator has appeared for both components,0.5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,2 - High,18/11/2015 11:10 AM
37465,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Exception while dragging a workflow,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,2 - High,18/11/2015 9:29 AM
37588,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Application crashes on workflow check-in,1,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,1 - Critical,23/11/2015 11:05 AM
37462,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: In case when user creates two workflows with the same name after 'Resolve conflict' one of the workflow has deleted,0.5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,2 - High,18/11/2015 8:40 AM
37409,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Preview windows blocks the rest of the application from functioning,5,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,2 - High,17/11/2015 9:15 AM
37635,Bug,,(3.0.0) SOLUTION MANAGER: Interacting with workflow list as it loads locks the machine,1,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,1 - Critical,24/11/2015 10:09 AM
37408,Bug,PM-PriorityLow; Refactor?,VERIFY (3.0.0) SOLUTION MANAGER: Unhandled IO exception when moving a component,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,4 - Low,17/11/2015 9:07 AM
37406,Bug,PM-PriorityLow; Refactor?,* (3.0.0) SOLUTION MANAGER: Users can restore previous versions of components that are not checked-out,2,Done,\3.0.0\3.0 GA\Sprint 101,\Solution Manager,4 - Low,17/11/2015 8:47 AM
37405,Bug,PM-PriorityLow; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Restoring a previous component version will copy the production flag from another version,0.5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,4 - Low,17/11/2015 8:29 AM
36791,Bug,Refactor?,VERIFY: (3.0.0)SOLUTION MANAGER: Cannot select text via mouse during the rename of component,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,4 - Low,13/11/2015 7:24 AM
36790,Bug,Refactor?,VERIFY: (3.0.0)SOLUTION MANAGER: 'Mark as production' flag should be changed in SHARED file,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,2 - High,13/11/2015 6:12 AM
36789,Bug,Refactor?,VERIFY: (3.0.0)SOLUTION MANAGER: 'Mark as production' doesn`t in repo for SHARED component,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,2 - High,13/11/2015 5:55 AM
36660,Bug,Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: SM crashes when we select New for the empty EDGSHAREDCOMPONENTS workflow without connection to a workspace,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,1 - Critical,12/11/2015 3:56 AM
36659,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Error while evaluating xpath expression in Visual Designer plugin,2,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,2 - High,12/11/2015 3:22 AM
36647,Bug,PM-PriorityMed; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Workspaces Options doesn't save Authentication - None,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,11/11/2015 10:49 AM
36645,Bug,PM-PriorityHigh,VERIFY: (3.0.0) SOLUTION MANAGER: Crash after deleting workspace,,Done,\3.0.0,\Solution Manager,1 - Critical,11/11/2015 10:13 AM
36641,Bug,Refactor?,"VERIFY: (3.0.0) SOLUTION MANAGER: Renaming component: if unallowed symbols are present, SM doesn't notice and just delete changes",0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,4 - Low,11/11/2015 9:37 AM
36637,Bug,PM-PriorityLow,* (3.0.0) SOLUTION MANAGER: Several pop-up windows opens on the primary monitor,2,Done,\3.0.0\3.0 GA\Sprint 101,\Solution Manager,4 - Low,11/11/2015 8:54 AM
36629,Bug,PM-PriorityHigh; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Opening Version History crashes SM when connection to Repository is lost,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,1 - Critical,11/11/2015 7:32 AM
36273,Product Backlog Item,Refactor?,~~ VERIFY: (3.0.0) SOLUTION MANAGER: Treeview: Allow users to delete New components,0.5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,,10/11/2015 2:00 PM
37643,Bug,,(3.0.0) SOLUTION MANAGER: Closing the application with Find/Replace open keeps dialog open,1,Done,\3.0.0\3.0 TPR\Sprint 94  (3.0.0 TPR As Deliverable),\Solution Manager,3 - Medium,24/11/2015 11:38 AM
32576,Product Backlog Item,,~(3.0.0) INSTALL: TTX Separate Install Package,5,Done,\3.0.0\3.0 GA\Sprint 104,\Solution Manager,,10/09/2015 12:00 PM
36167,Product Backlog Item,Capitalize,(3.0.0) TPR release - build check list,0,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,,10/11/2015 10:53 AM
35378,Bug,PM-PriorityMed; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: SM has issues with access to the path,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,2 - High,03/11/2015 5:51 AM
35368,Bug,PM-PriorityMed; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Error while check-in a modified workflow,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,2 - High,03/11/2015 4:40 AM
35330,Bug,PM-PriorityMed,VERIFY: (3.0.0) SOLUTION MANAGER: Repository url are not able to be changed,0.5,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,3 - Medium,02/11/2015 10:41 AM
35082,Bug,PM-PriorityHigh,VERIFY: (3.0.0) SOLUTION MANAGER: The Choose context menu item in Workflow Designer throws an exception,0.5,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,2 - High,29/10/2015 8:23 AM
35081,Bug,PM-PriorityHigh,"~~ (3.0.0) SOLUTION MANAGER: The ""Save change"" dialog window should be appeared when user closes workflow designer window in case when workflow has any changes",3,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,3 - Medium,29/10/2015 8:12 AM
34818,Bug,PM-PriorityMed; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: User cannot check in/check out the workflow when the SM has several workspaces,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,2 - High,28/10/2015 8:50 AM
34817,Bug,PM-PriorityHigh,(3.0.0) SOLUTION MANAGER: Workflow Designer shows 'Save Workflow' dialog when we switch on another editor,1,Done,\3.0.0\3.0 Beta\Sprint 96,\Solution Manager,3 - Medium,28/10/2015 8:49 AM
34812,Bug,PM-PriorityLow; Refactor?,* VERIFY: (3.0.0) SOLUTION MANAGER: The content of component should be removed in case of UNDO CHECK OUT,0.5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,3 - Medium,28/10/2015 8:20 AM
33868,Product Backlog Item,Refactor?,~~ VERIFY: (3.0.0) SOLUTION MANAGER: Option to tell Solution Manager to work offline,5,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,,13/10/2015 12:41 PM
33828,Bug,Frontend Team; PM-PriorityMed,(3.0.0) SOLUTION MANAGER: Two Undo buttons appear when opening Visual Designer plugin,2,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,4 - Low,13/10/2015 5:27 AM
33827,Bug,Frontend Team; PM-PriorityLow,(3.0.0) SOLUTION MANAGER: All Metadata files should be hidden,3,Done,\3.0.0\3.0 Beta,\Solution Manager,3 - Medium,12/10/2015 9:30 AM
33201,Bug,Frontend Team; PM-PriorityLow,(3.0.0) SOLUTION MANAGER: The first symbol '_'   is gone in caption of editor window,1,Done,\3.0.0\3.0 Beta,\Solution Manager,4 - Low,28/09/2015 9:29 AM
33198,Bug,Frontend Team; PM-PriorityLow,VERIFY: (3.0.0) SOLUTION MANAGER: The caption of editor window doesn`t change in case of renaming component,0.5,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,3 - Medium,28/09/2015 9:09 AM
33169,Bug,Frontend Team; PM-PriorityLow; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Strange button has appeared in case of renaming component,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,25/09/2015 10:42 AM
33105,Bug,PM-PriorityLow; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: Mouse Scroll Stops Between Workflows,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,23/09/2015 10:46 AM
32664,Bug,PM-PriorityLow; Refactor?,VERIFY: (3.0.0) SOLUTION MANAGER: WF Name Duplicate Validation differs from CheckIn WF Name Validations,0.5,Done,\3.0.0\3.0 Beta\Sprint 97,\Solution Manager,3 - Medium,15/09/2015 1:44 PM
32480,Bug,PM-PriorityLow,(3.0.0) SOLUTION MANAGER: The prev. path doesn`t saved  in case when the one of files has selected,2,Done,\3.0.0\3.0 Beta\Sprint 96,\Solution Manager,4 - Low,08/09/2015 8:17 AM
31802,Bug,PM-PriorityLow,(3.0.0) SOLUTION MANAGER: Child window-dialog doesn't appear in MS Windows taskbar,1,Done,\3.0.0\3.0 Beta,\Solution Manager,4 - Low,25/08/2015 2:20 PM
31796,Bug,PM-PriorityLow,(3.0.0) SOLUTION MANAGER: Maximized window doesn't fit on the screen,3,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,4 - Low,25/08/2015 1:29 PM
31741,Product Backlog Item,Refactor?,~~ VERIFY: (3.0.0) SOLUTION MANAGER: Conflict resolution: Missing Content File,1,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,,21/08/2015 2:42 PM
31230,Product Backlog Item,Analyzed; Refactor?,~~ VERIFY: (3.0.0) [EPIC] SOLUTION MANAGER: Reconciliation dialog - Repository,3,Done,\3.0.0\3.0 Beta\Sprint 98,\Solution Manager,,17/08/2015 11:25 AM
29895,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Performance testing,2,Done,\3.0.0\3.0 Beta\Sprint 99,\Solution Manager\Testing,,20/07/2015 10:50 AM
29199,Product Backlog Item,Analyzed,(3.0.0) SOLUTION MANAGER: Changing a repository address on a workspace,2,Done,\3.0.0\3.0 GA\Sprint 101,\Solution Manager,,26/06/2015 3:57 PM
27643,Product Backlog Item,Analyzed; Capitalize,(3.0.0) SOLUTION MANAGER: CommentsWindow validation,1,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,,28/05/2015 2:50 PM
21499,Product Backlog Item,Analyzed; Capitalize,(3.0.0) SOLUTION MANAGER: SOLUTION UPGRADE PATH - .DGW Import Tool,13,Done,\3.0.0\3.0 Beta\Sprint 95,\Solution Manager,,04/02/2015 12:05 PM
3994,Product Backlog Item,Capitalize,(3.0.0) SOLUTION MANAGER: Regression of functionality,0,Done,\3.0.0\3.0 Beta,\Solution Manager\Testing,,06/02/2014 10:43 AM
11429,Product Backlog Item,Capitalize,~(3.0.0) INSTALL: Solution Manager Install Package,5,Done,\3.0.0\3.0 GA\Sprint 103,\Solution Manager,,02/09/2014 10:15 AM
